text,sentiment
think juz miss last bus need walk home sia,negative
driver ed dance,neutral
ah wait go get u co mom tire nonlong distance till buy new one,neutral
fo sho im,neutral
thanks recommendation,positive
head hurt air freshner horriblel scent ever im super gross,negative
ca n't get sound work dvd go watch mary poppins,neutral
keep call call never not_get,negative
usually creative mother day lately not_be feel creative ok good night uh morning,neutral
alrightits okashley tisdale,neutral
daaammmnnnnn wish,negative
venture forth turkey creek fetch boy post prom festivity hope fun,positive
happy mother day,positive
oash plus happy mother day sweety,positive
prefer overcast day sorry hot,neutral
school last day high school ever ever ever,neutral
im slightly n't feel like today much,neutral
cnn subscription google reader couldnt help repost,neutral
efteling great nice time family dinner forget key car hmmm bless anwb back germany,positive
thank make sure u read group description better understand project,positive
good morning lady gent go awesome day even though weather terrible,neutral
make little cover iphone bird arent upside back http,neutral
notice beginning may worst recession since,negative
crow happy h haha know would,positive
cuckoo back year model start chirp instead,neutral
thanks gon na make joke say look like mine,positive
happy mother day,positive
hey ive update twitter,neutral
im need girl night wear sweat watch movie eat chocolate talk boy,neutral
wow nothing like sale perk girl even huh,positive
n't frown lil aussie still love muah,positive
whoishonorsociety,neutral
get ta church ten camera meeting finally laugh loud,neutral
chill sofa hate vaccination feel sooo ill,negative
really want see ca n't wait thursday,positive
help represent high profile actor tvfilmtheatre career get free tix not_for jersey boy,neutral
please play movie,neutral
hat net ayaw bumukas ng twitter,negative
wish could go soco go climb instead im stuck work weekend,negative
hope better weekend,positive
want welcome back plurk,positive
itchy,negative
thanks much dear damali prayer work much better god willing rested lot xoxo,positive
security audit,neutral
congrats ya ran,positive
theyre mama always bake late get worry mixer gon na bother people,negative
good mornin today end early woo gon na work rick surprise project due tuesday,positive
woman didnt know come home suck go back,negative
someone chemics,neutral
thanks find wonderful evening,positive
mother day spit awesome listening paranoid jonas brother,positive
hey chiclit whats happen try promote business really hard,negative
lose weight check pic,neutral
greg pritchard rob ii gutted word,negative
please vote husband jorge star game ca n't vote anymore,neutral
ask mark still old blink sense humor miss,negative
mom doesnt twitter imma post anyway love mommy,positive
landon announce big poopy come every time im wait yell store first time,neutral
want go walk still miss satan,negative
design galore yayyyyyyy progress beyond imagination nowto get flattie sort internet send order,positive
oo ok open twitterfon say reply like lauren conrad andswere haha,neutral
hope n't get let,positive
definately hard time cuz im young never not_saw wrkd hard make car im disabled,negative
turn still go aero free,neutral
dunnoi think funny,negative
thanks view portfolio ill update sometimes keep u updated,positive
aw well im glad hear youre okay try hot bath cup tea maybe calm worry,neutral
za not_fruit sugar cover sweet tummy not_happy,negative
funny n almost right,positive
upload random fandom trailer youtube check also hd,neutral
make delicious pasta,positive
account local comic store run one time,neutral
like sound love breezesounds beautiful love wind face,positive
ice skating last show part morning mozart awesome ca n't wait friday saturday love u,positive
u gon na come show minnesota love though hun,positive
paint room,neutral
ohim borin not_play computer mom say makin task,negative
investigate whether could change username ermintrude someone already nab,neutral
go see star trek tomorrow night time full imax glory hope motion sickness doesnt get better,neutral
happiness come withinso fact gray rainy monday doesnt bother well not_too much,positive
p love new profile pic,positive
guess ca n't accept meill keep movin,neutral
suck,negative
finally pic cya like hr haha,positive
im ill hate see doc,negative
post let know think theres really cute cut back,positive
know guilt associate pick winner,negative
tinkn people street ny waiting friday crazy brooke,neutral
photo thatï¿½s call hope,positive
throat hurt bad n't even want swallow spit officially ca n't talk,negative
yao rest season nooostaying home saturday nightshockgot phone fix,negative
awww thats nice make really beautiful couple balance,positive
ive use sennheiser cx earbuds month love n't know theyre available mu though,positive
totally need go doctor armthis still hurtin like hell shall return,negative
busy yesbut always hope great time travel go welcome back,positive
load highly qualify stuff load still use snail mail,negative
first day new job buy new clothes already employee discount,neutral
must different poetry get catullus ovid extract aeneid x,neutral
not_an easy place access taskbased ux something ive think id like hear criticism,neutral
know would make really tire put sleep would sleep good rice lmao,positive
oh raining haaaate great violin,negative
get new dog,neutral
know youre old party like rockstar whenyou realize not_one else clap dance,neutral
bored,negative
think come home,neutral
sorry hear mum,negative
wait friend call email bleh feel unloved,negative
gf interview week,neutral
last day schoolim sad happy anxious,neutral
work sick blow kill feel like,negative
ok babe get ta go back work tweet later,neutral
everything cool wish boy able talk,positive
thank,positive
myyearbook myspace messenger,neutral
dancing alright todayy still jai ho,positive
true depend couple personally weve find add increase fun increase bond,positive
attic eden today,neutral
duckraces bath n't quite work especially not_duck polar beara seal whale,negative
send along lady,neutral
wonder clumsy lately,negative
people miss point instead loose follower gain new ppl hour,neutral
try fix background,neutral
yeah friday think si come town turn not_so sad miss baby,negative
get insurance form polo feel bit though,neutral
hi mary poppins,neutral
monday work leg still hurt little smile,negative
good time prom play jonas brother pretty much make night,positive
wasnt bad enough time last night body decide want sick,negative
get clogging shoe,neutral
glorious day glasgow change im work much even contemplate knock early,neutral
one good friend state cover thank,positive
sad last entrance academy science zipcode free day,positive
aww bbq thats not_fair chocolate,negative
pingpong awww im teach son one manner many boy lack,negative
orralle fun,positive
yes pm pm right,positive
vampire knight music feel special,positive
try teriyaki not_cookie tho get non win poptarts great,positive
birthday great song man something different thats ppl want,positive
well nothing give pen,neutral
awww want see greg,neutral
rain pour true im sorry hate kinda time,negative
im bum contest state hawaii,negative
ikr,neutral
make treck lafayette batonrouge solo,neutral
atl morning back clemson,neutral
nvr want may come end,positive
wedding anniversary today lucky gorgeous wife,positive
everybody sick,negative
im sorry,negative
plurk account,neutral
im thirsty middle night get fridge find brand new bottle crancherry juice go fml moment,positive
take pic,neutral
youll miss bring back keychain,negative
happy great glowy ravey beery night smokey pizzary night cool friend love liz x,positive
cent u buy share gm stock probably cent tomorrow,neutral
not_look forward hurricane season day,negative
never not_think fall love cause much pain good thing im phase,neutral
boy stupid throw rock,negative
n't know interact im get better pain though want give poor liver break,neutral
lucy upset tummy sore leg,negative
give big mention godtalk radio show last nightlast segment first hour podcast format avail soon,neutral
believe bed time knighty knight,positive
say good morning everyone happy mother day mother hope h,positive
samberg timberlake collaboration box,neutral
oral leave learn oh welllll least n't write,neutral
ive read theyre cool definitely get one,positive
annoyed miss mitch benn lemon tree whats,negative
chillin havin drink,neutral
oh wan na buy girl draw seeley im not_allow im talk itunes store,neutral
job interview today im really gon na mess uuuup,negative
ahhh still not_follow think forget,negative
hate happen exciting though,neutral
thanks agree,positive
brody dare u,negative
get ready long weekend workfriday saturday sunday,neutral
strugglingselfishness jealousy doesnt get life ohh myyy,negative
everytime send email coach feel need practice ball laugh loud,neutral
marytyphoid come wedding want friend right sugar,neutral
yeah stomach bug something fever etc not_fun,negative
tweetsjust live rockstar life one tweet time,neutral
norwood house party haaaaaa yaaaaaaay smile,positive
shot espresso aaaaandnothin,neutral
endodon'tist able without remove hope ceramic crown doesnt shatter time later,positive
happy star war day everyone,positive
yeah ranga make sense,positive
alrightim go get comp go back ur party safe fun,positive
hmm ok next time see il get explain whole process haha,neutral
happy anniversary hop many many best u,positive
cart path,neutral
mmm nandos good topshop rule actually devastate ca n't come london show bail,negative
notice hallway not_worry bbqim hop come,neutral
sway sway baby zommgg love need screamo tho boy,positive
neat hear u kiddshow today wish,positive
laugh loud well thank,positive
newcastle enjoy family mum mother day time year,positive
haha yall really hurry announce australian tour date freaking month,neutral
yes hope show promote clean laugh loud bella,positive
pay go think vote vote count,neutral
dï¿½jï¿½ vu change gq outfit,neutral
hi nic excited hear pcd perform jakarta hope u visit town bali well love ya,positive
selfportrait week would like join,neutral
love johnny deep look public enemy l ill catch film show hk,positive
let read,neutral
limit able sync exchange account iphone go outlook ca n't lame,negative
wonderful people life think handle small dos cud every hour everyday,neutral
hopefully weather nicecooperating,positive
think summer hour mean suppose get go home,neutral
hey sherri thanx da message wonder u could follow plzzzz,positive
ca n't heart ache child wan na adopt alexis,negative
better back soon dude typical bedtime look talk late,negative
jealous wish,neutral
rofl arent wear dark grungy though ask bradie ok say yes,positive
im brooklyn im suppose sleep inill call,neutral
hahaha wow thanks bud p plan pretend costume wish cold could wear sweatshirt,positive
goooooood morning,positive
chino gentleman jack pout mommy go dinner,neutral
toy story june ca n't wait long,neutral
sister would hahah thats funny think like,positive
decent australian guy hard findtrust youre better american one,neutral
know june gon na good im go se even im come,positive
finish village lovecould watch wonder ca n't get sleep tonight,positive
thanks fun work laugh loud,positive
glad feel abit better think mine might nearly go xd,positive
walk grand peep laugh loud foot really hurt think,negative
sit work wait day always fridays take forever wish weekend would get already,positive
feel fab today miss boo,neutral
absolutely amaze wolverine youre sooo beautiful youre also amazing person look u,positive
probably suck,negative
another friday night man skint rubbish,negative
hope day nice sun upon u,positive
workboyz make sick,negative
twitter not_one talk know celebs im nt nice speak,positive
haha trip talk harvard read aussie automatically come idiot,negative
hope get job cuz need apartment im drunk miss lil punkin tehe,neutral
think like degree,neutral
billiam whoayoure fast check ive submit comment oh thanks,positive
order cuuutest invitation new nieceï¿½s christening arrive back sa sorry wont make,neutral
laugh loud remember car accident,neutral
n't know im goin sleep,neutral
stupid red hair difficult upkeep redyed manageable brownred boo,negative
shopping,neutral
thing mean world,neutral
oo study today outside benjerrys wear sundress hopefully didnt get awkward tan line haha,positive
im little hungry nice bowl spicy lentil soup fill gap,neutral
disappoint learn newark oh cancel july firework due economy,negative
great show,positive
need hug get ta find another place live new job,neutral
forgot old twitter account please follow itsjeff stop account sooni prefer address doesnt age,neutral
take showerwere gon na go churchtime thank mother,positive
try get enjoy weather train little minor beer taste activity take place yesterday etc,positive
ughhh leg still cramp panic attack outside ulu morning bloody hurt,negative
not_if im not_on list,neutral
say good day dream sorry say country state,negative
man texting tell want come overi say im tiredlaugh loudda punk say hell bring redbull kfc,neutral
ahhahahaha ariyan want listen use bandwidth download hamish andy podcast,neutral
foot think let since international twitter haha,neutral
actually ive hole quite nicely hour one time regret never not_have marry get cat,neutral
im rely mobile lack reception try help look silly,negative
watch baby mamaagain eat pineapple orange raspberry sherbert,neutral
poor lose duck outside olive garden make sad,negative
oh darn lose another follower,negative
lot decision makei need assistantcooknannychauffer laugh loud laugh loud real,neutral
awwwh sorry well glad youre closer u though,neutral
n't think neti pot work maybe im wrong,negative
early dat time,neutral
demi think itd amaze cover thats get paramore haha im sure know,neutral
yaobroken footso much series denver next,negative
jordie little bit,neutral
lonely,negative
omg realy ca n't sleep ughh,negative
not_super keen drive home rain additional concentration require n't really wan na deal,neutral
wind,neutral
thats bad,negative
actually really liked merlin last night part bit eh part chick sing like whoa,positive
enjoy sunshine park friend pale shirtless footballer not_attractive im afraid,neutral
buy little plastic personal wine bottle jewel perfect rooftop boozin wish didnt wait long,neutral
nice pre mother day dinner cocktail retire evening,positive
granny linda happy,positive
think okay math test today really really really hope didnt swear get mad myslef,neutral
remember drink plenty fluid not_buwieser dose not_count,neutral
lenos last show tonight,neutral
meeting right afternoon start fill,neutral
body ache barely movebut worth champ,negative
yeah ecpm go badly hope thing improve,neutral
miss answer im nth time make sad whenever im time always,negative
play fontstruct upload dafont downloads top category wtf moment,positive
good moring mr bailey birthday today,positive
give oh well not_the count math weighting lack doesnt make sense,negative
get deadline meet not_tgif,negative
bach daps best laugh loud,positive
yay proud im not_even sarcastic even though tell shut,neutral
didnt think vid hoeish actually love itit nasty laugh loud,neutral
margarita momo ive miss,negative
im kinda piss boy like girl gon na kentucky kingdom date already show,negative
think would win bot side,negative
totally break right wait till monday get pay though boohoo,neutral
saw tweet minute go lunch decide skip today thanks save money speedy recovery,positive
sit desk wish thing different,neutral
happy monday tweeples hope wasnt hard get bed back gear,neutral
kind hard see pic doggie pic doesnt exist,negative
book blogger panel not_list anywhere program tomorrow room,neutral
thanks gail imma try one day look yummy geezzz siargao trip nlng pla heheh,positive
say goodbye good trust friend today goodbye free sky tv best friend anyone could,positive
laiter already discuss today yeaaaaaah,neutral
haha thanks,positive
cure le hangover epic night bruise n batter hectic gokarting session pretty satisfy thank much,positive
elrumi english half conversation english anyway fii mushkila maa al modem wa al router,neutral
friend true fan,positive
still sick think name puppy june,negative
burn ohh not_xoxo,negative
yes wrong wireless plan,negative
hang san fran airport get hour wait go anywherebtw sfos wifi garbage,negative
morning everyone another dat school,neutral
someone work today tell take real age test would tell im,neutral
im eat eggwhites right pan,neutral
aaahhh shower great,positive
last ever uk tour x,neutral
snap im reality show watch first im hooked sad,negative
better not_be get need fix,negative
man test play cod day till summer,negative
miss someone haayy,negative
ca n't seem sleep tonight need get less hour,negative
aw frank like movie cool n't fully understand think thats cool,neutral
hair grow back,neutral
waah not_longer peep,neutral
n't need not_education,neutral
file seduce sweetie,neutral
decode paramore great song love,positive
sky man quite friendlyand like joey still annoy get wake half eight though,neutral
awesome night ahead bad v rat city favorite skater one track fb,positive
alphonso milkshake morning lassi afternoon fresh nimbupaani eveningsummers fun,positive
hahhaa okaay ily lmfao,positive
miss,negative
maaaaannnn holidayzzzzz,neutral
happen maid quit,neutral
well suck except company go kelly,negative
watch ace cake suwweeeeet use alot fondo n't howeva ya spell,neutral
anyone else go train trip national train day leave comment adventure site,neutral
great home temp chill cat great feel awesome,positive
try td battle processor nambu really good unintuitive,neutral
im church nowbout od smoothie bc might melt come back,neutral
ur awesome think u u would sooo write back lil something cross finger,positive
long farewell super amazing day im go sleep,positive
sleep wouldve home sooner accidentally kill bambi way home,negative
need haircut not_be able pull hair ponytail,neutral
bad im sit watch pen replay get excited think coffee know,neutral
try reply mono lake tweet dunno happen say know lake well,neutral
know hd comcast doesnt,neutral
eye wide shut one weirder movie ive see wan na sell sleep apt,neutral
people r weird,negative
toodaayy,neutral
happy birthday congrats wish ladyill take care,positive
another amazing day ever since get twitter ive great day,positive
lok ef jummy,positive
make pin hole camera todaaaaay need get film,neutral
hello back work today week vacation,neutral
ooohi wish couldve go today know zach look forward,positive
hobo come next week buy drink,neutral
funny didnt even know,positive
morning miss sarah cyrus whats x,neutral
gosh today suck didnt get tax return im upset cuz miss best friend wed washingtonlame,negative
okay weather isnt cute sundress friendly n't get could warm one minute cold next freeze,neutral
basically want world kno best best friend love,positive
grenade link,neutral
not_me sigh,neutral
still feelin like blah hour,negative
im deep disgusting would even take little help alas sense never not_happen,negative
bach id suggest pta alert pta generally stand parent teacher association u might confuse tweeps,neutral
negghead mix air,neutral
come gig dublin dance partner whatcha think hehe,neutral
not_look forward next wednesday,negative
laugh loud still would get look face case,neutral
oh okwere suppose go see star trek sun daves bdayat least not_shatner,neutral
spell ppphhhhhttttt,neutral
good luck oh play inthe mixed knockout week play pro old son play top woman,positive
back drive back bed,neutral
mean b go bed earlier monday,neutral
hope everything ok burr fix,positive
try send direct message ca n't arent follow,neutral
dad ask stick tongue iron tell didnt burn finger burn finger,negative
ok delete message hope n't come back,neutral
work still feel pain friend wish magic wand erase madness,negative
cleaning pack move house go long weekend,negative
tonight last jay leno late nigt show,neutral
hellerrr new followers im tricina uhhm im cool,positive
love idea give year theme year new beginning,positive
thinking way promote indie designer benefit moi thought indie say,positive
didnt sleep good last night wake another bellyache whats wrong meeeeeee,negative
back weekend getaway energize another week bring laugh loud,positive
see,neutral
miss friggin hair appt,negative
get home get freakkin clen,neutral
not_sir not_i amaze wake morning,neutral
watch online last episode,neutral
wow seem like lifetime since herenever change talktalk home phone n broadband not_be workin ovum week,neutral
joke surely,neutral
thank much fantastic day,positive
cool get,neutral
im soooo intrigue want try weekend kaya lang baka maaddict ako,positive
lovely plan cancel night another night home alone unyay,positive
morning hope everyone great bank holiday,positive
dad tell travel alone not_that problem ive boring,negative
job not_so much,neutral
mom friend drink greatt,positive
go get blood take,neutral
nomatter much sleep still tire,negative
work preschoolwaiting kiddy get heremaking dunkin donut coffee,neutral
tree tip lawn,neutral
back kill stupid softball,negative
couldnt sleep today either hard stay asleep reason,negative
oh im sorry ca n't even imaginealthough know reality soon,negative
love mile run make smile,positive
much love texas dislike needle could interfere,neutral
lmao haha nice laugh loudz good though wait laugh loud,positive
drag work missed fitness class morn need one weekend day,negative
saw zack miri make sooo good,positive
race totally lose rip,negative
watch everything illuminate,positive
besties twitpic besties,neutral
wtf polyvore whats enjoy though,positive
hungover never not_i not_hungover n't know think may new superpower la whalen home,neutral
really n't want limo service take airport want ok soft moment n't get use,neutral
maccabees new album winner everybody take listen fact,positive
writersblock im bev sometimes kind day need relax,positive
enjoy nice weather stick indoors write essay,neutral
im back wooooo want press release,positive
grateful daughter happy mother day okasan thank everything always,positive
make roomi n't bed much room make im outta space sure laugh loud know im pathetic,negative
post,neutral
sound nice download twitterena laugh loud,positive
look nice never not_know vhs short life span hope fav vhs not_dead,positive
power ca n't seeeeeeee love storm,positive
metro trader joe close many fireman cop wth happen walk home bus ca n't go ohh,neutral
ca n't wait see transformer cme shia yippiee,positive
ahh sore throat tire want go back bed work,negative
time bed,neutral
lovely morning cycle work meet degree office,positive
everyone follow amaze,positive
youre jealous guess youll walk around office tomorrow malo,negative
get foxy new brew buddy kitchen gon na smell,negative
start cloggin twitter fee time go bed nighty night sure go tweetup meet,neutral
oh beg add nite dublin october pleeeeeeeassseeeeeee,positive
oh voting n't worry already vote time earlier,positive
really cool,positive
yeah imagine,neutral
not_i like able say truth instead magical mystery tour get lead,positive
omg best roast ever im full haha,positive
get ready go comedy club listening qtip ichat skype right need outfit critique,neutral
party great time get paranoid ringtone yay,positive
aarrgghh fuka hose leak water new floating floor,negative
early,neutral
cleaning,neutral
wish could take pillow school dead serious,neutral
omg maddie holby dead gutted loved nadine lewington really want maddie clifford get together,negative
beer whiskey awesomness work hour sourness,neutral
wow scary statistic,negative
nvm ill stop whatever see guess,neutral
light presentation time,neutral
know crazy love use see yt recently partner,positive
head hurt bad could scream,negative
think,neutral
ofmax sadly not_now david tennant leave n't particularly want job anyway,negative
bed,neutral
feel quite not_quite sure though go bed night everyone x,negative
well run cat today know sad cry scream lung felt horrible poor thing,negative
finally home big travel ahhhhhh time realx,positive
whatever u want u wear stick show around dumbo brooklyn manhattan,neutral
aww use little not_so much haa lazy shiit,negative
people myspaces please add friend clothe line,neutral
homey miss da bus,neutral
stomach ache totally suck,negative
assignment,neutral
find ten typo one story plain dealer include one run sentence happen day,neutral
isnt bit little britain u,neutral
well andy n't think date,negative
youre drive theatre develop thick skin yos audition since gotten part,neutral
night continue w fav mazie kristina ericka robin,neutral
one load wash put away another load amaze house doesnt look better effort,negative
holy raining la n't jacket oh,negative
see fat single mum road seductively sprawl across poor bloke bonnet probably need new shocker,negative
omg tweet till tweet difference btween b comedyqueen,neutral
ca n't sleep n't deserve n know,negative
good morning everyone enjoy day thinking tweet friend,positive
buy yay shoothope go well,positive
closest good two hour,neutral
alrightttt twitter netball nowww twitter haha byeeeee,neutral
good day bed nite tweeps,positive
ooooo im lovin first lady fuschia sheath dress tres chic want arm,positive
edit photo take brother soccer game get lot work coach,neutral
life know doesnt exist anymore,negative
sunburn line back tag stick tank top day ugh need aloe vera go park,neutral
virus hunt computer always wonder destroy,negative
right time happy face,positive
im not_worry great job quite nice way spend day,positive
hayes im sharkeez,neutral
mother favorite hard tell,neutral
start week wedding end week funeral,neutral
hiyaaaaaa get back scan wow amaze cry haha,neutral
hi denis grab coffee would love catch jordan,positive
goodnight everyone happy mother day mother,positive
late,negative
get home show opening fantastic thanks everyone come,positive
unfortunately fix didnt work oh well im lovin peoplebrowsr anyways,neutral
excite new push daisy episode make much worse finally get cancellation,neutral
go bubble bath always relax,positive
time really fly frdhows lovehunting mission go abt time bring sexy yu yung jacket,neutral
wan na play tonight pout pout side face,positive
yay jack win downer ive remember friday meaning work tomorrow,positive
yeah nite go palisade see star trek ca n't remember say car,neutral
jealous right nowhate new england weather,negative
backache,negative
sb swear mine evil green everything laugh loud,neutral
feel great still miss,negative
earlier im not_at home im ok ipod,positive
not_nothing important like look like old hairstype actually,positive
travesty,negative
omg sleep like last think im die something reminds catcher,negative
cause wasnt,neutral
omg miss bus walking mile coffee go see exclassmates,negative
get home not_rosie surprise smile hug kiss wait,positive
way home nythen sleep,neutral
also anyone else hayfevery today ive awake sufferin already,negative
funeral today go bad,negative
not_our tv bust screen turn white nanosecond make quick popping sound,negative
wishhh,positive
morning hope super dayenjoy,positive
yes make obama,positive
sure rainy storm leave everything everywhere would love u follow u,neutral
yea dongggg,neutral
bite smoothstreaming doesnt seem work client linux usersfanfrickingtastic,negative
another qi startill miss next,negative
forget lumpia pancit fridge last night yay,positive
nah next week honey fault confusin u,negative
understandable yah leave monday ill go youre chi,positive
wake early still sick,negative
oooh yeaah fooood time ive find seat bbq right front food hahaa,neutral
happy mother day amma make u cake remember u love,positive
laugh loud ok get ta get folk microsoft wa hire,neutral
oooh im sorry late smash,negative
go school im actually not_so tired today tho,positive
dad joe nugent drink nearly ice tea bit left quite miffed tbh,negative
beard address week laugh louds,neutral
look vibrate phone like try find feeling,neutral
rat run steve irwin way avoid long delay bruce highway,negative
not_alone im gutted miss convention,negative
pebble throw window get someone attention,neutral
back roseburgand empty apartment,neutral
think niece get sickee lame,negative
probably not_i hate happen,negative
instead lay degree ive get ta give fourth grader misoricesushimochi hour fml,negative
finish zombie chronicle day ago bittersweet need something new gym,neutral
grrrrri want come kiss justice,positive
another onethose take met u see real sleeping disorder,negative
jaw drop gasp whatever u mean im sweet pie allow reintroduce im coach im cancer u,positive
instal youtube downloader anyone know make trailer video,neutral
way buy today aswell twice cos pre order aswell cya later x,neutral
aww miss u havent ate,negative
ok day old love diagram mainstream adoption curve everyone,positive
french paper,neutral
im kinda tire enough sleep migrate get sing along haha,negative
waitwhy didnt know wedding arent suppose vice versa btw know not_yours,neutral
want change twitter name ca n't think anything,neutral
one female server tell look big pant worry night long laugh loud,negative
look like might rain,neutral
foodfoodfood,neutral
super duber high klondike bar thee business,positive
didnt hit right button write sheat tho think cafe currency button im sorry,negative
bullet train tokyo gf visit japan since thursday vacationsightseeing gaijin godzilla,neutral
call didnt answer,neutral
say gud eve guy let play poker yeah ca n't read poker face,positive
ooooh laugh loud didnt know fun princess,positive
guy figure saturday really want go mom sick take hospital tampa,negative
yeah need hugcuz sick,negative
im,neutral
r squeeze bacon look like poop,neutral
stop twitter maryland cooky bgt,neutral
ii wan na go home thee weekend ii not_gas sukks,negative
soooo need catch new stuff go airport fly home vega,neutral
need restful weekend work instead,positive
mcfly haha yeah hear leicester win home self movie candy pizza amaze evening,positive
want get hand dirty fubumvc document not_yet complete,negative
not_really im not_mistake mga less lng ang gastos namen,neutral
im listen random playlist lean toward serani,neutral
hey buy porter cable set new drill lead light near trigger oh im happy,positive
omg shut sorry still vent person whos annoy none swear,negative
slept,neutral
rain bring back memory,neutral
go leeds,neutral
ahhh ikr hes cuteset thing ever plus remind twilight good cause looooooove much,positive
yes indeed,neutral
peanut thank well see long take finish thing,neutral
come hawk mighty blackhawks,neutral
go tonight,neutral
fangirl wont let watch since im state boo,negative
daughter go bday party today caled grace cakesthe little girl name grace make cupcake,neutral
guy didnt call come something def give u call tomorrow hang u chick,neutral
omg hollyoaks well dramatic,negative
would think youd want follow,neutral
im use paintnet run crazily fast ca n't afford unfortunately yet,negative
certain tweet write spot message person group pornstar tweet usually get delete within hour,neutral
u suck go jail couldnt tweet anymore,negative
realize solid better fullpage ajc,positive
k hack direction multiple social net site think cool add choose not_go mu,neutral
leave twitter alone nightlast night barcelona back philly tomorrow hope u great friday muahh,positive
yay ill heart mk shout sec pam,neutral
yay busy good,positive
laugh loud seriously fail sigh,negative
wow one nicest patient ive ever deplyod falougairaq nweek,positive
building website,neutral
love sunday especially still pjs not_plan get time soon,positive
im sure repeat soon seem tv quite lot lately glad mention last night watch,positive
youve feature ykyat,neutral
watch beauty beast haha,positive
get ta shower go apply job hopefully not_creepy old men work today shudder,neutral
,neutral
felt one tooth without brace bracket get soooo hype,negative
playin didgeridoo living room think world go lovely life fb,positive
wish could one go conference bahamas next week,positive
call einstein get math test result hell yesss,positive
edward heh heh odd amusing thanks,positive
would get lot could list item etsy phone everything upload pic,neutral
time bed oh wish someone lay next,negative
hair straight lmao,neutral
hello new follower say hi say nice meet,positive
im sick wasnt id show ya,negative
give manicure pedicure ahhh ive miss nice pretty nail,positive
look couldnt find amongst crowd,neutral
hope weekend fabulous anything interesting,positive
aw level haha try manage money,neutral
wan na come go mykas party,neutral
dk not_problem,positive
hi charlie thank follow nice know another ollmann new world,positive
oh not_i use internal sig external email fb,negative
not_but amazing thing keep online conversation one place unfortunately place google,neutral
get home love stake shake milkshake,positive
yes see tonight delicious dinner chef geoff chez alogmo hope see predeparture,positive
tire today think gon na take nap friend come tonighti miss wish restriction already,negative
ill believe see,positive
im draw picture show much miss anyone blame hour away frm,negative
slightly burnt challah proof eatin though,negative
ironclad determination,positive
ca n't im study n't fail come ill make u tortellini chicken chicken salad,neutral
piss not_let follow ericka,negative
thanks cheer back,positive
ofcourse wait last minute run experiment workthat supervise aka n't get leave work time,neutral
ca n't help im grammar nazi,neutral
record new song,neutral
laugh loud trash kitchen,negative
oh thank god sad im happy,neutral
kudos love homemade french toast,positive
thx aware day festival multi band ga ca n't must wait sit concert,negative
alot new picture tweet really old new check new one wish tweeeet,neutral
shhhweeeetjayz bros back prom,neutral
sweet england become lamer lamer since guy leave,neutral
happy mother day,positive
work fine far know shrug maybe send tweet,neutral
oo high five fan finally ill write fancy news post shortly want get mod asap,positive
hmmyou ca n't judge book look cover,neutral
yummy chocolate cakewish even get one bday anybody listen,positive
hubby snore still love,neutral
great interview video favorite youtube,positive
find leave lovely flat wait hour plumber still not_job news not_a good day,neutral
mikey im bore,negative
ya could hit aim cause mad bored nuttin,negative
quitsmokingdiary week tomorrow since give yaaaaaayy n't want talk,positive
already crazy morning,neutral
sephora sale im break life isnt fair,negative
wish hadnt,negative
finally make jp lick coolidge corner oreo soft serve,positive
hello hows life side screen,neutral
go crazy pain unbearable get ta wait till thursday,negative
make parent add u guy family myspacethey impress song,positive
receive excellent birthday present party usual success,positive
nothin better ridin car sister blast th cb lady gaga loud ca n't hear screamin lyric,positive
early wish could sleep today,positive
take ic photolooks good,positive
would n't know phone,neutral
aww man arrive howto guideless,neutral
,neutral
tweep tweep haha,neutral
anyone update photowalkingutah google calendar photowalks look like ive miss,neutral
ahh thats go year old fact good old radio one exams tomorrow,positive
havent one week really mean joke play,negative
hear sister,neutral
soooooooooo win powerball jackpot impose formidable upon weather,positive
u bring like team,neutral
get better,positive
hate,negative
love mom shes best mom planet,positive
inthebattle really cute one favorite,positive
not_def rubbish tonight,negative
expect silverlight content vine site realize reach flash laugh loud,neutral
okim jealousi wish bed,neutral
buchers class cry,negative
im go inlaws tonight hopefully new niece need kid inlaws,positive
im struggle todaynola wake im run not_sleep,negative
agrees,neutral
love new twitter backgroundmy two heroswichita kraussey haha,positive
ahh yes obligation vampire keep away twitterbut im back try update much possiblei lose donor,negative
would im afraid get two leave foot,negative
heyyy whered tweet go shout bc list always amaze,positive
open office writer weird need word open word document correctly,negative
recommend net guess since buy something feature hopefully bring business,positive
go bed busy day tomorrowhappy mother day madre te amo,positive
haha im convince youd great,positive
lesson finally tomorrow morning look forward speak high schoolers date,positive
get home partyyyy good time ca n't wait birthday day,positive
ate chipolte ate usually im ew full not_content full ew full,neutral
talk today oh godness problem problem problem love money math parentsthats enough,negative
almost first day spai miss place head fort collins close casa de kent,neutral
low point poor pigeon outside building isnt capable fly wander sidewalk sad,negative
yeah tragic need haircut,negative
wish lay side wasnt comfortable position tire lay,negative
hate pc,negative
ohhh someone like play food heehee,positive
cool,neutral
im actually start quite like lily allen music honest,positive
thats great force miss leave work,neutral
like,positive
refuse accept u holiday head woodies longboard diner um hove,negative
success much grumble abt always waste money useless gift mum see ipod nano love,neutral
adam samberg new moon trailor good evening bad cable friday,negative
wake early dang man know im not_go back sleep,neutral
hear susan boyle sing come beautiful person id ever see feel bad first impression though,neutral
watch star trek well think im see want join,positive
mcfly laugh loud nah course youll get dvd first since youve already order ill sign bebo tuesday laugh loud,neutral
